id,title,companyId,description,minCgpa,requiredSkills,eligibleBranches,status,jobType,stipendAmount,ppoAmount,ctcAmount,createdAt,updatedAt
30063,SDE - Hitachi GlobalLogic,20031,"Hitachi GlobalLogic is hiring for the SDE role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 7.5. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.5,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,750000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30064,E-2 - HPCL,20032,"HPCL is hiring for the E-2 role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 8.033. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.033,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,1800000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30065,OFFICER E01 - HPCL,20032,"HPCL is hiring for the OFFICER E01 role through the 2026 campus placement process. This posting is open to Civil Engineering students with minimum CGPA 8.98. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.98,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Civil Engineering""}",OPEN,FTE_ONLY,,,1850000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30066,SDE - HSBC,20033,"HSBC is hiring for the SDE role through the 2026 campus placement process. This posting is open to Computer Science and Engineering, Information Technology students with minimum CGPA 7.52. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.52,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering"",""Information Technology""}",OPEN,FTE_ONLY,,,1503000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30067,GET - Hyundai,20035,"Hyundai is hiring for the GET role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 7.94. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.94,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Electronics and Communication Engineering""}",OPEN,INTERN_PPO,,,900000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30068,GET - Hyundai,20035,"Hyundai is hiring for the GET role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 7.473. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.473,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,1000000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30069,GET - Hyundai,20035,"Hyundai is hiring for the GET role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 8.64. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.64,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,1000000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30070,SDE - IBM,20036,"IBM is hiring for the SDE role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 7.587. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.587,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,1300000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30071,SDE - IBM,20036,"IBM is hiring for the SDE role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 8.71. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.71,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Information Technology""}",OPEN,FTE_ONLY,,,1100000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30072,Campus Hire - ICICI Bank,20037,"ICICI Bank is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 8.927. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.927,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electronics and Communication Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30073,Deputy Manager - 2 - ICICI Bank,20037,"ICICI Bank is hiring for the Deputy Manager - 2 role through the 2026 campus placement process. This posting is open to Civil Engineering students with minimum CGPA 7.52. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.52,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Civil Engineering""}",OPEN,FTE_ONLY,,,1200000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30074,DM - ICICI Bank,20037,"ICICI Bank is hiring for the DM role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 8.44. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.44,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electronics and Communication Engineering""}",OPEN,FTE_ONLY,,,1200000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30075,DM - ICICI Bank,20037,"ICICI Bank is hiring for the DM role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 8.287. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.287,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electronics and Communication Engineering""}",OPEN,FTE_ONLY,,,1200000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30076,DM-2 - ICICI Bank,20037,"ICICI Bank is hiring for the DM-2 role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 8.265. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.265,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Information Technology""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30077,DM-2 - ICICI Bank,20037,"ICICI Bank is hiring for the DM-2 role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 8.415. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.415,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Information Technology""}",OPEN,FTE_ONLY,,,1200000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30078,DM-2 - ICICI Bank,20037,"ICICI Bank is hiring for the DM-2 role through the 2026 campus placement process. This posting is open to Information Technology, Mechanical Engineering students with minimum CGPA 8.093. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.093,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Information Technology"",""Mechanical Engineering""}",OPEN,FTE_ONLY,,,1200000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30079,Campus Hire - Impact Analytics,20038,"Impact Analytics is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 7.463. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.463,"{""Data Analysis"",""SQL"",""Problem Solving"",""Excel""}","{""Information Technology""}",OPEN,FTE_ONLY,,,1300000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30080,SDE - Increff,20039,"Increff is hiring for the SDE role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 9.02. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",9.02,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,2006000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30081,SDE Intern - Infineon,20040,"Infineon is hiring for the SDE Intern role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 9.014. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",9.014,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Information Technology""}",OPEN,FTE_ONLY,,,1000000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30082,Campus Hire - Infosys,20041,"Infosys is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 8.167. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.167,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30083,DSE - Infosys,20041,"Infosys is hiring for the DSE role through the 2026 campus placement process. This posting is open to Computer Science and Engineering, Information Technology students with minimum CGPA 7.78. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.78,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Computer Science and Engineering"",""Information Technology""}",OPEN,FTE_ONLY,,,625000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30084,L1 - Infosys,20041,"Infosys is hiring for the L1 role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 6.273. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.273,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,1000000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30085,L1 - Infosys,20041,"Infosys is hiring for the L1 role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 7.78. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.78,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electronics and Communication Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30086,Specialist Programmer - Infosys,20041,"Infosys is hiring for the Specialist Programmer role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 6.81. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.81,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Information Technology""}",OPEN,FTE_ONLY,,,1100000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30087,Campus Hire - Jade Global,20042,"Jade Global is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 7.435. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.435,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Information Technology""}",OPEN,FTE_ONLY,,,1000000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30088,Campus Hire - Jade Global,20042,"Jade Global is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 7.435. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.435,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Information Technology""}",OPEN,FTE_ONLY,,,1000000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30089,Software engineer - Jade Global,20042,"Jade Global is hiring for the Software engineer role through the 2026 campus placement process. This posting is open to Electrical Engineering students with minimum CGPA 0. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",0,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Electrical Engineering""}",OPEN,FTE_ONLY,,,1000000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30090,Campus Hire - JINDAL STEEL,20043,"JINDAL STEEL is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 7.473. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.473,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30091,GET - JSL,20044,"JSL is hiring for the GET role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 6.873. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.873,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,1200000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30092,GET - JSPL,20045,"JSPL is hiring for the GET role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 7.16. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.16,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,1000000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30093,GeT - JSW,20046,"JSW is hiring for the GeT role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 6.76. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.76,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,800000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30094,Campus Hire - Jubilant Ingrevia,20047,"Jubilant Ingrevia is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 7.6. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.6,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,850000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30095,BDA - Jyesta,20048,"Jyesta is hiring for the BDA role through the 2026 campus placement process. This posting is open to Civil Engineering, Computer Science and Engineering students with minimum CGPA 6.147. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.147,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Civil Engineering"",""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30096,BDA - Jyesta,20048,"Jyesta is hiring for the BDA role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 0. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",0,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Information Technology""}",OPEN,FTE_ONLY,,,900000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30097,BDA - Jyesta,20048,"Jyesta is hiring for the BDA role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 0. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",0,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,900000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30098,Campus Hire - Jyesta,20048,"Jyesta is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Electrical Engineering students with minimum CGPA 0. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",0,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electrical Engineering""}",OPEN,FTE_ONLY,,,45847,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30099,SDE - Kickdrum,20049,"Kickdrum is hiring for the SDE role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 8.42. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.42,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,1500000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30100,Campus Hire - L&T,20050,"L&T is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 8.007. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.007,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,650000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30101,GET - L&T,20050,"L&T is hiring for the GET role through the 2026 campus placement process. This posting is open to Civil Engineering students with minimum CGPA 6.73. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.73,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Civil Engineering""}",OPEN,FTE_ONLY,,,655000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30102,GET - L&T,20050,"L&T is hiring for the GET role through the 2026 campus placement process. This posting is open to Electrical Engineering, Metallurgical and Materials Engineering students with minimum CGPA 7.46. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.46,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Electrical Engineering"",""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30103,GET - L&T,20050,"L&T is hiring for the GET role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 7.796. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.796,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30104,GET - L&T,20050,"L&T is hiring for the GET role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 7.887. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.887,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Electronics and Communication Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30105,GET - L&T,20050,"L&T is hiring for the GET role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 6.613. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.613,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,650000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30106,Campus Hire - LAW SIKHO,20051,"LAW SIKHO is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Metallurgical and Materials Engineering students with minimum CGPA 0. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",0,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Metallurgical and Materials Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30107,Counselling Trainee - LAW SIKHO & SKILL ARBITRAGE,20052,"LAW SIKHO & SKILL ARBITRAGE is hiring for the Counselling Trainee role through the 2026 campus placement process. This posting is open to Civil Engineering students with minimum CGPA 7.18. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.18,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Civil Engineering""}",OPEN,FTE_ONLY,,,780000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30108,GET - Lloyds,20053,"Lloyds is hiring for the GET role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 6.653. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.653,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30109,GET - Lloyds Consulting,20054,"Lloyds Consulting is hiring for the GET role through the 2026 campus placement process. This posting is open to Civil Engineering students with minimum CGPA 7.527. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.527,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Civil Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30110,GET - Mahindra AFS,20055,"Mahindra AFS is hiring for the GET role through the 2026 campus placement process. This posting is open to Electrical Engineering students with minimum CGPA 6.607. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.607,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Electrical Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30111,GET - Mahindra AFS,20055,"Mahindra AFS is hiring for the GET role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 7.133. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.133,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,800000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30112,SDE - MakeMyTrip,20056,"MakeMyTrip is hiring for the SDE role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 9.4. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",9.4,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,2200000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30113,Campus Hire - Matter Motors,20057,"Matter Motors is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Electrical Engineering students with minimum CGPA 6.76. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.76,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electrical Engineering""}",OPEN,FTE_ONLY,,,700000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30114,Campus Hire - Matter Motors,20057,"Matter Motors is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 8.333. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",8.333,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electronics and Communication Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30115,sde - Matter Motors,20057,"Matter Motors is hiring for the sde role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 9.427. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",9.427,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Electronics and Communication Engineering""}",OPEN,INTERN_FTE,,,700000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30116,Campus Hire - Mindseekers,20058,"Mindseekers is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Computer Science and Engineering students with minimum CGPA 6.307. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.307,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Computer Science and Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30117,Campus Hire - Morphle Labs,20059,"Morphle Labs is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Electrical Engineering students with minimum CGPA 7.027. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.027,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electrical Engineering""}",OPEN,FTE_ONLY,,,1000000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30118,Design Engineer - Morphle Labs,20059,"Morphle Labs is hiring for the Design Engineer role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 7.68. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.68,"{""Programming"",""Data Structures"",""Problem Solving"",""Software Engineering""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30119,BDA - Movidu,20060,"Movidu is hiring for the BDA role through the 2026 campus placement process. This posting is open to Civil Engineering students with minimum CGPA 6.247. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.247,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Civil Engineering""}",OPEN,FTE_ONLY,,,900000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30120,BDA - Movidu,20060,"Movidu is hiring for the BDA role through the 2026 campus placement process. This posting is open to Electrical Engineering students with minimum CGPA 6.673. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.673,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Electrical Engineering""}",OPEN,FTE_ONLY,,,900000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30121,BDA - Movidu,20060,"Movidu is hiring for the BDA role through the 2026 campus placement process. This posting is open to Information Technology students with minimum CGPA 0. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",0,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Information Technology""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30122,BDA - Movidu,20060,"Movidu is hiring for the BDA role through the 2026 campus placement process. This posting is open to Mechanical Engineering students with minimum CGPA 6.1. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.1,"{""Communication"",""Sales"",""Business Development"",""Presentation""}","{""Mechanical Engineering""}",OPEN,FTE_ONLY,,,600000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30123,Campus Hire - Mu sigma,20061,"Mu sigma is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 7.887. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",7.887,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electronics and Communication Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30124,GET - NCC,20062,"NCC is hiring for the GET role through the 2026 campus placement process. This posting is open to Civil Engineering students with minimum CGPA 5.84. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",5.84,"{""Engineering Fundamentals"",""Problem Solving"",""Technical Aptitude"",""Communication""}","{""Civil Engineering""}",OPEN,FTE_ONLY,,,500000,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30125,Campus Hire - Nexturn,20063,"Nexturn is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 6.72. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.72,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electronics and Communication Engineering""}",OPEN,FTE_ONLY,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
30126,Campus Hire - Nexturn,20063,"Nexturn is hiring for the Campus Hire role through the 2026 campus placement process. This posting is open to Electronics and Communication Engineering students with minimum CGPA 6.373. Responsibilities and selection expectations are inferred from the company, role and offer data in the placement sheet.",6.373,"{""Problem Solving"",""Communication"",""Technical Aptitude""}","{""Electronics and Communication Engineering""}",OPEN,INTERN_PPO,,,,2026-06-08T16:43:14.644Z,2026-06-08T16:43:14.644Z
